country_name,country_id,year,elections_date,registered_voters,total_votes,method_amount_st,method_amount_el,dpf_statutory_nc,dpf_statutory_nc_2,exchange_rate_annual,dpf_statutory_usd,dpfrv_stat_usd,dpfv_stat_usd,access_statutory,distrib_statutory,distr_formula_st,dpf_elections_nc,dpf_elections_nc_2,exchange_rate_elections,dpf_elections_usd,dpfrv_elect_usd,dpfv_elect_usd,access_elections,distrib_elections,distrib_formula_el,timing,dpfrv_total,dpfv_total,v2elpubfin,subsidies_eip
Ukraine,UKR,1991,,38204100,28963982,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.522,
Ukraine,UKR,1992,,38204100,28963982,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.941,
Ukraine,UKR,1993,,38204100,28963982,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.905,
Ukraine,UKR,1994,34420,38204100,28963982,,,0,0,,0,0,0,,,,0,0,,0,0,0,,,,,0,0,-0.936,
Ukraine,UKR,1995,,38204100,28963982,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.932,
Ukraine,UKR,1996,,38204100,28963982,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.932,
Ukraine,UKR,1997,,38204100,28963982,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.876,
Ukraine,UKR,1998,35883,37540092,26521273,,,0,0,,0,0,0,,,,0,0,,0,0,0,,,,,0,0,-0.915,
Ukraine,UKR,1999,,37540092,26521273,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.919,
Ukraine,UKR,2000,,37540092,26521273,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.896,
Ukraine,UKR,2001,,37540092,26521273,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.901,
Ukraine,UKR,2002,37346,37368748,25874271,,,0,0,,0,0,0,,,,0,0,,0,0,0,,,,,0,0,-0.907,
Ukraine,UKR,2003,,37368748,25874271,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.818,
Ukraine,UKR,2004,,37368748,25874271,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-0.818,
Ukraine,UKR,2005,,37368748,25874271,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-1.315,
Ukraine,UKR,2006,38802,37191928,24990424,,Law-dynamic,0,0,,0,0,0,,,,126853243,126853243,5.07,25016613.5,0.673,1.001047981,3,1,100-spend,1,0.673,1.001,-1.063,
Ukraine,UKR,2007,39355,37588040,23315257,,,0,0,,0,0,0,,,,0,0,,0,0,0,,,,,0,0,-1.057,
Ukraine,UKR,2008,,37588040,23315257,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-1.059,
Ukraine,UKR,2009,,37588040,23315257,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-1.078,
Ukraine,UKR,2010,,37588040,23315257,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-1.081,
Ukraine,UKR,2011,,37588040,23315257,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-1.081,
Ukraine,UKR,2012,41210,36163839,20759472,,,0,0,,0,0,0,,,,0,0,,0,0,0,,,,,0,0,-1.077,2.25
Ukraine,UKR,2013,,36163839,20759472,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-1.222,
Ukraine,UKR,2014,41784,30921218,16052228,,,0,0,,0,0,0,,,,0,0,,0,0,0,,,,,0,0,-1.222,2.799999952
Ukraine,UKR,2015,,30921218,16052228,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,-1.02,
Ukraine,UKR,2016,,30921218,16052228,Law-dynamic,,167647625,167647625,25.56,6558168,0.212,0.408551885,2,1,100-v,,,,,,,,,,,0.212,0.409,-0.064,
Ukraine,UKR,2017,,30921218,16052228,Law-dynamic,,442399400,442399400,26.59,16635522.9,0.538,1.036337317,2,1,100-v,,,,,,,,,,,0.538,1.036,-0.065,
Ukraine,UKR,2018,,30921218,16052228,Law-dynamic,,513671300,513671300,27.1,18952251.8,0.613,1.180661762,2,1,100-v,,,,,,,,,,,0.613,1.181,-0.092,
Ukraine,UKR,2019,43667,29973739,14717102,Law-dynamic,Law-dynamic,565680500,565680500,25.82,21905510.5,0.731,1.48843913,2,1,100-v,467327638.8,467327638.8,25.82,18096877.2,0.618,1.229649506,5,1,100-spend,1,1.349,2.718,-0.117,
Ukraine,UKR,2020,,29973739,14717102,Law-dynamic,,283530900,283530900,26.74,10602119.4,0.354,0.720394504,5,1,100-v,,,,,,,,,,,0.354,0.72,,
Uzbekistan,UZB,1991,,11248464,10526654,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,2.842,
Uzbekistan,UZB,1992,,11248464,10526654,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,2.375,
Uzbekistan,UZB,1993,,11248464,10526654,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,2.391,
Uzbekistan,UZB,1994,34693,11248464,10526654,,Ad-hoc decision,0,0,,0,0,0,,,,,,,,,,,,,,0,0,2.391,
Uzbekistan,UZB,1995,,11248464,10526654,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,2.391,
Uzbekistan,UZB,1996,,11248464,10526654,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,1.857,
Uzbekistan,UZB,1997,,11248464,10526654,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,1.857,
Uzbekistan,UZB,1998,,11248464,10526654,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,1.857,
Uzbekistan,UZB,1999,36499,12703488,11873065,,Ad-hoc decision,0,0,,0,0,0,,,,,,,,,,,,,,0,0,1.857,
Uzbekistan,UZB,2000,,12703488,11873065,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,1.857,
Uzbekistan,UZB,2001,,12703488,11873065,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,1.857,
Uzbekistan,UZB,2002,,12703488,11873065,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,1.857,
Uzbekistan,UZB,2003,,12703488,11873065,,,0,0,,0,0,0,,,,,,,,,,,,,,0,0,1.857,
Uzbekistan,UZB,2004,38347,14332736,12197159,,Ad-hoc decision,0,0,,0,0,0,,,,430500000,430500000,1017.66,423031,0.03,0.034682749,3.6,1,100-rc,0,0.03,0.035,1.857,
Uzbekistan,UZB,2005,,14332736,12197159,Law-dynamic,,108.8,1559401677,1114.04,1399771.711,0.097662561,0.114762111,3.6,1,100-s,,,,,,0,,,,,0.098,0.115,1.857,
Uzbekistan,UZB,2006,,14332736,12197159,Law-dynamic,,130.6,1871855322,1219.33,1535150.715,0.107108002,0.125861335,3.6,1,100-s,,,,,,0,,,,,0.107,0.126,1.857,
Uzbekistan,UZB,2007,,14332736,12197159,Law-dynamic,,188,2694554368,1263.67,2132324.395,0.148773018,0.174821399,3.6,1,100-s,,,,,,0,,,,,0.149,0.175,1.721,
Uzbekistan,UZB,2008,,14332736,12197159,Law-dynamic,,248.4,3560251622,1321.14,2694832.964,0.188019438,0.220939398,3.6,1,100-s,,,,,,,,,,,0.188,0.221,1.721,
Uzbekistan,UZB,2009,40174,17215700,12197159,Law-dynamic,Ad-hoc decision,372.6,6414569820,1467.48,4371146.332,0.253904653,0.358374137,3.6,1,100-s,568700000,568700000,1467.48,387534,0.023,0.031772481,3.6,1,100-rc,0,0.277,0.39,1.721,
Uzbekistan,UZB,2010,,17215700,15108000,Law-dynamic,,560.8,9654564560,1587.75,6080657.887,0.35320422,0.402479341,3.6,1,100-s,,,,,,,,,,,0.353,0.402,1.536,
Uzbekistan,UZB,2011,,17215700,15108000,Law-dynamic,,753.6,12973751520,1716.13,7559888.54,0.439127572,0.500389763,3.6,1,100-s,,,,,,,,,,,0.439,0.5,1.594,
Uzbekistan,UZB,2012,,17215700,15108000,Law-dynamic,,994.7,17124456790,1903.72,8995260.222,0.522503309,0.595397155,3.6,1,100-s,,,,,,,,,,,0.523,0.595,1.601,
Uzbekistan,UZB,2013,,17215700,15108000,Law-dynamic,,1258.4,21664236880,2094.99,10340973.89,0.600671125,0.684470074,3.6,1,100-s,,,,,,,,,,,0.601,0.684,1.66,
Uzbekistan,UZB,2014,41994,20789572,18400000,Law-dynamic,Ad-hoc decision,1590.4,33063735309,2310.95,14307421.32,0.688201822,0.777577246,3.6,1,100-s,2585655000,2585655000,2394.13,1079997.9,0.052,0.058695538,3.6,1,100-rc,0,0.74,0.836,1.66,
Uzbekistan,UZB,2015,,20789572,18400000,Law-dynamic,,1922.1,39959636341,2567.99,15560666.65,0.748484223,0.845688405,3.6,1,100-s,,,,,,,,,,,0.748,0.846,1.66,1.333333373
Uzbekistan,UZB,2016,,20789572,18400000,Law-dynamic,,2368,49229706496,2965.25,16602211.11,0.798583593,0.902294082,3.6,1,100-s,,,,,,,,,,,0.799,0.902,1.773,
Uzbekistan,UZB,2017,,20789572,18400000,Law-dynamic,,2604.8,54152677146,5113.88,10589352.34,0.509358843,0.575508279,3.6,1,100-s,,,,,,,,,,,0.509,0.576,1.771,
Uzbekistan,UZB,2018,,20789572,18400000,Law-dynamic,,2995.5,62275162926,8069.61,7717245.682,0.37120753,0.419415526,3.6,1,100-s,,,,,,,,,,,0.371,0.419,1.752,
Uzbekistan,UZB,2019,43821,20789572,18400000,Law-dynamic,Ad-hoc decision,3444.8,71615917626,8836.79,8104290.995,0.389824812,0.440450598,3.6,1,100-s,8124100000,8124100000,9489.35,856128.1,0.042,0.046528701,3.6,1,100-rc,0,0.432,0.487,2.017,
Uzbekistan,UZB,2020,,20596570,13963627,Law-dynamic,,4054.6,83510852722,10002.95,8348622.429,0.405340425,0.597883518,3.6,1,100-s,,,,,,,,,,,0.405,0.598,,
